Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MasVnrArea_not_missing,MasVnrArea_times_not_missing,GarageYrBlt_not_missing,GarageYrBlt_times_not_missing,LogLotArea,LogBsmtFinSF1,LogBsmtFinSF2,LogBsmtUnfSF,LogTotalBsmtSF,Log1stFlrSF,Log2ndFlrSF,LogLowQualFinSF,LogGrLivArea,LogGarageArea,LogWoodDeckSF,LogOpenPorchSF,LogEnclosedPorch,Log3SsnPorch,LogScreenPorch,LogPoolArea,LogMiscVal,LogSalePrice,LogMasVnrArea_times_not_missing
538,20,RL,12735,Pave,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,600,Unf,0,264,864,GasA,TA,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,Missing,Detchd,1980.0,Unf,2,576,TA,TA,Y,216,0,0,0,0,0,Missing,MnWw,Missing,0,4,2008,COD,Normal,111250,True,0.0,True,1980.0,9.452187908084165,6.398594934535208,0.0,5.579729825986222,6.762729506931879,6.762729506931879,0.0,0.0,6.762729506931879,6.3578422665081,5.37989735354046,0.0,0.0,0.0,0.0,0.0,0.0,11.619535200028487,0.0
539,20,RL,11553,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,TA,TA,CBlock,TA,TA,No,BLQ,673,Unf,0,378,1051,GasA,TA,Y,SBrkr,1159,0,0,1159,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1968.0,Unf,1,336,TA,TA,Y,466,0,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,158000,True,188.0,True,1968.0,9.354786976341211,6.513230110912307,0.0,5.937536205082426,6.9584483932976555,7.05617528410041,0.0,0.0,7.05617528410041,5.820082930352362,6.1463292576688975,0.0,0.0,0.0,0.0,0.0,0.0,11.970350312009105,5.241747015059643
540,20,RL,11423,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358,Unf,0,223,1581,GasA,Ex,Y,SBrkr,1601,0,0,1601,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2,670,TA,TA,Y,180,0,0,0,0,0,Missing,MnPrv,Shed,2000,5,2010,WD,Normal,272000,True,479.0,True,2001.0,9.343471684579365,7.214504414151143,0.0,5.4116460518550396,7.366445148327599,7.379008127628304,0.0,0.0,7.379008127628304,6.508769136971682,5.198497031265826,0.0,0.0,0.0,0.0,0.0,7.601402334583733,12.513557345278134,6.173786103901937
541,20,RL,14601,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1260,Unf,0,578,1838,GasA,Ex,Y,SBrkr,1838,0,0,1838,1,0,2,0,2,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,765,TA,TA,Y,270,68,0,0,0,0,Missing,Missing,Missing,0,3,2009,WD,Normal,315000,True,584.0,True,2006.0,9.58891378461603,7.13966033596492,0.0,6.361302477572996,7.516977224604321,7.516977224604321,0.0,0.0,7.516977224604321,6.641182169740591,5.602118820879701,4.23410650459726,0.0,0.0,0.0,0.0,0.0,12.66032791780777,6.371611847231857
542,60,RL,11000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,969,969,GasA,Ex,Y,SBrkr,997,1288,0,2285,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,3,648,TA,TA,Y,0,56,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,248000,True,72.0,True,2000.0,9.305741456739435,0.0,0.0,6.877296071497429,6.877296071497429,6.905753276311464,7.161622002939187,0.0,7.734558844354756,6.47543271670409,0.0,4.04305126783455,0.0,0.0,0.0,0.0,0.0,12.421184025147118,4.290459441148391
543,20,RL,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144,GLQ,1127,379,1650,GasA,Ex,Y,SBrkr,1680,0,0,1680,1,0,2,0,3,1,Gd,7,Maj1,1,TA,Attchd,1998.0,Fin,2,583,TA,TA,Y,78,73,0,0,0,0,Missing,Missing,Missing,0,6,2009,WD,Normal,213250,True,0.0,True,1998.0,9.224341891611996,4.976733742420574,7.028201432058005,5.940171252720432,7.409136443920128,7.427144133408616,0.0,0.0,7.427144133408616,6.369900982828227,4.3694478524670215,4.30406509320417,0.0,0.0,0.0,0.0,0.0,12.270220465353926,0.0
544,120,RH,4058,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,TA,TA,PConc,Gd,TA,Av,GLQ,584,LwQ,139,0,723,GasA,Ex,Y,SBrkr,767,0,0,767,1,0,1,0,1,1,TA,4,Typ,0,Missing,Attchd,1998.0,Fin,1,367,TA,TA,Y,120,40,0,0,0,0,Missing,Missing,Missing,0,6,2007,WD,Normal,133000,True,182.0,True,1998.0,8.308691916838898,6.371611847231857,4.941642422609304,0.0,6.584791392385716,6.643789733147672,0.0,0.0,6.643789733147672,5.908082938168931,4.795790545596741,3.713572066704308,0.0,0.0,0.0,0.0,0.0,11.79810440720389,5.209486152841421
545,60,RL,17104,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,554,Unf,0,100,654,GasA,Ex,Y,SBrkr,664,832,0,1496,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,426,TA,TA,Y,100,24,0,0,0,0,Missing,Missing,Missing,0,9,2006,New,Partial,179665,True,0.0,True,2006.0,9.747126097411705,6.318968113746434,0.0,4.61512051684126,6.484635235635252,6.499787040655854,6.725033642166843,0.0,7.311218384419629,6.056784013228625,4.61512051684126,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,12.09884928474215,0.0
546,50,RL,13837,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1002,LwQ,202,0,1204,GasA,Gd,Y,SBrkr,1377,806,0,2183,0,0,2,1,4,1,Gd,9,Typ,0,Missing,Attchd,1988.0,Unf,3,786,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,2,2006,WD,Normal,229000,True,178.0,True,1988.0,9.535173710058757,6.910750787961936,5.313205979041787,0.0,7.094234845924755,7.228388451573604,6.693323668269949,0.0,7.688913336864796,6.668228248417403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.341477282536376,5.187385805840755
547,50,RL,8737,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,300,Unf,0,765,1065,GasA,Ex,Y,FuseA,915,720,0,1635,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1950.0,Unf,2,440,TA,TA,Y,0,38,0,144,0,0,Missing,Missing,Missing,0,5,2007,WD,Normal,210000,True,0.0,True,1950.0,9.075436609511382,5.707110264748875,0.0,6.641182169740591,6.97166860472579,6.82001636467413,6.580639137284949,0.0,7.400009517162692,6.089044875446846,0.0,3.6635616461296463,0.0,4.976733742420574,0.0,0.0,0.0,12.254862809699606,0.0
548,85,RL,7244,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,619,Unf,0,149,768,GasA,Ex,Y,SBrkr,768,0,0,768,1,0,1,0,2,1,TA,5,Typ,0,Missing,Detchd,1987.0,Unf,2,624,TA,TA,Y,104,0,0,0,0,0,Missing,Missing,Missing,0,4,2007,WD,Normal,129500,True,0.0,True,1987.0,8.888066854754783,6.429719478039138,0.0,5.0106352940962555,6.645090969505644,6.645090969505644,0.0,0.0,6.645090969505644,6.437751649736401,4.653960350157523,0.0,0.0,0.0,0.0,0.0,0.0,11.771436160121729,0.0
549,20,RM,8235,Pave,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,180,Rec,645,0,825,GasA,TA,Y,SBrkr,825,0,0,825,1,0,1,0,2,1,TA,4,Typ,0,Missing,Detchd,1963.0,RFn,2,720,TA,TA,Y,140,50,0,0,0,0,Missing,MnPrv,Missing,0,6,2008,WD,Normal,125000,True,0.0,True,1963.0,9.01627006814768,5.198497031265826,6.470799503782602,0.0,6.716594773520978,6.716594773520978,0.0,0.0,6.716594773520978,6.580639137284949,4.948759890378168,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,11.736069016284437,0.0
550,60,FV,9375,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,912,912,GasA,Ex,Y,SBrkr,912,1182,0,2094,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2,615,TA,TA,Y,182,182,0,0,0,0,Missing,Missing,Missing,0,11,2009,WD,Normal,263000,True,0.0,True,2003.0,9.145908511816794,0.0,0.0,6.816735880594968,6.816735880594968,6.816735880594968,7.075808863978387,0.0,7.647308832356238,6.423246963533519,5.209486152841421,5.209486152841421,0.0,0.0,0.0,0.0,0.0,12.479909311159902,0.0
551,120,RL,4043,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,559,Unf,0,510,1069,GasA,TA,Y,SBrkr,1069,0,0,1069,0,0,2,0,2,1,TA,4,Typ,0,Missing,Attchd,1977.0,RFn,2,440,TA,TA,Y,0,55,0,0,200,0,Missing,Missing,Missing,0,10,2008,COD,Abnorml,140000,True,0.0,True,1977.0,8.304989580140361,6.327936783729195,0.0,6.236369590203704,6.975413927455952,6.975413927455952,0.0,0.0,6.975413927455952,6.089044875446846,0.0,4.02535169073515,0.0,0.0,5.303304908059076,0.0,0.0,11.84939770159144,0.0
552,20,RM,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,308,Unf,0,620,928,GasA,Gd,Y,FuseA,928,0,0,928,0,0,1,0,3,1,TA,5,Typ,0,Missing,Attchd,1957.0,Fin,1,288,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,6,2008,WD,Normal,112500,True,0.0,True,1957.0,8.699681400989514,5.733341276897746,0.0,6.431331081933479,6.834108738813838,6.834108738813838,0.0,0.0,6.834108738813838,5.666426688112432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.630708500626612,0.0
553,20,RL,11146,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,250.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1709,1709,GasA,Ex,Y,SBrkr,1717,0,0,1717,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,908,TA,TA,Y,169,39,0,0,0,0,Missing,Missing,Missing,0,7,2009,WD,Normal,255500,True,250.0,True,2006.0,9.318925682389624,0.0,0.0,7.444248649496705,7.444248649496705,7.4489161025442,0.0,0.0,7.4489161025442,6.812345094177479,5.135798437050262,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,12.450977688625896,5.5254529391317835
554,20,RL,8777,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Missing,Missing,Missing,Unf,0,Unf,0,0,0,GasA,Ex,Y,SBrkr,1126,0,0,1126,0,0,2,0,2,1,Gd,5,Typ,0,Missing,Detchd,2002.0,Fin,2,520,TA,TA,N,0,96,0,0,0,0,Missing,MnPrv,Missing,0,5,2009,WD,Normal,108000,True,0.0,True,2002.0,9.080003870248179,0.0,0.0,0.0,0.0,7.027314514039777,0.0,0.0,7.027314514039777,6.255750041753367,0.0,4.574710978503383,0.0,0.0,0.0,0.0,0.0,11.589886506106357,0.0
555,60,RL,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866,Unf,0,132,998,GasA,Ex,Y,SBrkr,1006,1040,0,2046,1,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,3,871,TA,TA,Y,320,62,0,0,0,0,Missing,Missing,Missing,0,8,2008,WD,Normal,284000,True,292.0,True,2003.0,9.271059107010888,6.7650389767805414,0.0,4.890349128221754,6.906754778648554,6.914730892718563,6.947937068614969,0.0,7.624130585661289,6.77078942390898,5.771441123130016,4.143134726391533,0.0,0.0,0.0,0.0,0.0,12.556729517143344,5.680172609017068
556,45,RM,6380,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,993,993,GasA,TA,Y,FuseA,1048,0,0,1048,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1922.0,Unf,1,280,TA,TA,Y,0,0,116,0,0,0,Missing,Missing,Missing,0,8,2006,WD,Normal,113000,True,0.0,True,1922.0,8.761080103868347,0.0,0.0,6.901737206656574,6.901737206656574,6.955592608396297,0.0,0.0,6.955592608396297,5.638354669333745,0.0,0.0,4.762173934797756,0.0,0.0,0.0,0.0,11.635143097694478,0.0
557,20,RL,14850,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,895,Unf,0,197,1092,GasA,TA,Y,FuseA,1092,0,0,1092,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1957.0,Fin,1,299,TA,TA,Y,268,0,0,0,122,0,Missing,MnWw,Missing,0,5,2006,WD,Normal,141000,True,0.0,True,1957.0,9.605822482030945,6.79794041297493,0.0,5.288267030694535,6.996681488176539,6.996681488176539,0.0,0.0,6.996681488176539,5.703782474656201,5.594711379601839,0.0,0.0,0.0,4.812184355372417,0.0,0.0,11.856515169360305,0.0
558,50,C (all),11040,Pave,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,637,Unf,0,0,637,GasA,Gd,Y,SBrkr,897,439,0,1336,0,0,1,1,3,1,TA,7,Typ,0,Missing,CarPort,1994.0,Unf,1,570,TA,TA,Y,0,47,120,0,0,0,Missing,Missing,Missing,0,9,2006,COD,Normal,108000,True,0.0,True,1994.0,9.309370895439137,6.45833828334479,0.0,0.0,6.45833828334479,6.8001700683022,6.0867747269123065,0.0,7.198183577101943,6.3473892096560105,0.0,3.871201010907891,4.795790545596741,0.0,0.0,0.0,0.0,11.589886506106357,0.0
559,60,RL,21872,Pave,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,604,Unf,0,125,729,GasA,Ex,Y,SBrkr,729,717,0,1446,0,1,2,1,3,1,TA,6,Typ,1,TA,Attchd,1996.0,Unf,2,406,TA,TA,Y,264,22,0,0,0,0,Missing,Missing,Missing,0,8,2008,WD,Normal,175000,True,0.0,True,1996.0,9.99300827847454,6.405228458030842,0.0,4.836281906951478,6.593044534142437,6.593044534142437,6.576469569048224,0.0,7.277247726631484,6.008813185442595,5.579729825986222,3.1354942159291497,0.0,0.0,0.0,0.0,0.0,12.072541252905651,0.0
560,120,RL,3196,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1374,1374,GasA,Ex,Y,SBrkr,1557,0,0,1557,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2,420,TA,TA,Y,143,20,0,0,0,0,Missing,Missing,Missing,0,10,2006,WD,Normal,234000,True,18.0,True,2003.0,8.069968149059841,0.0,0.0,7.226209010100671,7.226209010100671,7.351158226430694,0.0,0.0,7.351158226430694,6.042632833682381,4.969813299576001,3.044522437723423,0.0,0.0,0.0,0.0,0.0,12.363076394339839,2.9444389791664403
561,20,RL,11341,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,Gd,TA,No,ALQ,1302,Unf,0,90,1392,GasA,TA,Y,SBrkr,1392,0,0,1392,1,0,1,1,3,1,TA,5,Mod,1,Gd,Detchd,1957.0,Unf,2,528,TA,TA,Y,0,0,0,0,95,0,Missing,Missing,Missing,0,5,2010,WD,Normal,121500,True,180.0,True,1957.0,9.336267928573973,7.172424577124845,0.0,4.51085950651685,7.239214973779806,7.239214973779806,0.0,0.0,7.239214973779806,6.270988431858299,0.0,0.0,0.0,0.0,4.564348191467836,0.0,0.0,11.70766954176274,5.198497031265826
562,20,RL,10010,Pave,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,1071,LwQ,123,195,1389,GasA,Gd,Y,SBrkr,1389,0,0,1389,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2,418,TA,TA,Y,240,38,0,0,0,0,Missing,Missing,Missing,0,4,2006,WD,Normal,170000,True,0.0,True,1975.0,9.211439767419483,6.977281341630747,4.820281565605037,5.278114659230517,7.237059026124737,7.237059026124737,0.0,0.0,7.237059026124737,6.037870919922137,5.484796933490655,3.6635616461296463,0.0,0.0,0.0,0.0,0.0,12.043553716032399,0.0
563,30,RL,13907,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290,Unf,0,706,996,GasA,Ex,Y,SBrkr,996,0,0,996,1,0,1,0,3,1,TA,6,Typ,1,Gd,Missing,0.0,Missing,0,0,Missing,Missing,Y,144,0,0,0,0,0,Missing,Missing,Missing,0,7,2008,WD,Normal,108000,True,0.0,False,0.0,9.540219493127752,5.673323267171493,0.0,6.561030665896573,6.904750769961838,6.904750769961838,0.0,0.0,6.904750769961838,0.0,4.976733742420574,0.0,0.0,0.0,0.0,0.0,0.0,11.589886506106357,0.0
564,50,RL,21780,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0,Unf,0,1163,1163,GasA,Ex,Y,SBrkr,1163,511,0,1674,0,0,2,0,4,1,TA,8,Typ,1,Gd,Detchd,1955.0,Fin,2,396,TA,TA,N,72,36,0,0,144,0,Missing,Missing,Missing,0,7,2008,WD,Normal,185000,True,0.0,True,1955.0,9.988793309115229,0.0,0.0,7.059617628291383,7.059617628291383,7.059617628291383,6.238324625039508,0.0,7.423568444259167,5.983936280687191,4.290459441148391,3.6109179126442243,0.0,0.0,4.976733742420574,0.0,0.0,12.128111104060462,0.0
565,60,RL,13346,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,728,Unf,0,367,1095,GasA,Ex,Y,SBrkr,1166,1129,0,2295,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992.0,RFn,2,590,TA,TA,Y,0,40,0,0,0,0,Missing,Missing,Missing,0,7,2006,WD,Normal,268000,True,0.0,True,1992.0,9.499046919474152,6.591673732008658,0.0,5.908082938168931,6.999422467507961,7.062191632286556,7.029972911706386,0.0,7.738923757439457,6.3818160174060985,0.0,3.713572066704308,0.0,0.0,0.0,0.0,0.0,12.498742259492994,0.0
566,70,RL,6858,Pave,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,806,806,GasA,TA,N,FuseF,841,806,0,1647,1,0,1,1,4,1,Fa,6,Typ,0,Missing,Detchd,1920.0,Unf,1,216,TA,TA,Y,0,66,136,0,0,0,Missing,Missing,Missing,0,5,2010,WD,Normal,128000,True,0.0,True,1920.0,8.83331693749932,0.0,0.0,6.693323668269949,6.693323668269949,6.7357800142423265,6.693323668269949,0.0,7.4073177104694174,5.37989735354046,0.0,4.204692619390966,4.919980925828125,0.0,0.0,0.0,0.0,11.759785542901755,0.0
567,60,RL,11198,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1122,1122,GasA,Ex,Y,SBrkr,1134,1370,0,2504,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2005.0,Fin,3,656,TA,TA,Y,144,39,0,0,0,0,Missing,Missing,Missing,0,6,2008,WD,Normal,325000,True,245.0,True,2005.0,9.323579767582693,0.0,0.0,7.023758954738443,7.023758954738443,7.034387929915503,7.223295679562314,0.0,7.826044013518965,6.48768401848461,4.976733742420574,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,12.691580461311874,5.5053315359323625
568,20,RL,10171,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,GLQ,2,Unf,0,1515,1517,GasA,Ex,Y,SBrkr,1535,0,0,1535,0,0,2,0,3,1,Gd,7,Typ,0,Missing,Attchd,2004.0,RFn,2,532,TA,TA,Y,0,0,0,0,0,0,Missing,Missing,Missing,0,3,2010,WD,Normal,214000,True,168.0,True,2004.0,9.227394126542011,1.0986122886681098,0.0,7.323830566202317,7.325148957955575,7.336936913707618,0.0,0.0,7.336936913707618,6.278521424165844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.273731294003989,5.1298987149230735
569,50,RL,12327,Pave,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1441,Unf,0,55,1496,GasA,Ex,Y,SBrkr,1496,636,0,2132,1,0,1,1,1,1,Gd,5,Min2,1,Gd,BuiltIn,1983.0,Fin,2,612,Gd,TA,Y,349,40,0,0,0,0,Missing,Missing,Missing,0,9,2009,WD,Normal,316600,True,0.0,True,1983.0,9.419628376999952,7.273786317844895,0.0,4.02535169073515,7.311218384419629,7.311218384419629,6.456769655572163,0.0,7.665284718471351,6.418364935936212,5.857933154483459,3.713572066704308,0.0,0.0,0.0,0.0,0.0,12.66539442642905,0.0
570,90,RL,7032,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,943,Unf,0,0,943,GasA,TA,Y,SBrkr,943,0,0,943,1,0,1,0,2,1,TA,4,Typ,2,TA,Detchd,1979.0,Unf,2,600,TA,TA,Y,42,0,0,0,0,0,Missing,Missing,Missing,0,12,2006,WD,Normal,135960,True,0.0,True,1979.0,8.858368636308018,6.8501261661455,0.0,0.0,6.8501261661455,6.8501261661455,0.0,0.0,6.8501261661455,6.398594934535208,3.7612001156935624,0.0,0.0,0.0,0.0,0.0,0.0,11.820116003810051,0.0
